Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerD,3,38
282.2834,TowerA,3,38
681.3223,TowerA,3,30
691.0118,TowerA,3,30
700.3409,TowerA,3,29
709.3497,TowerA,3,26
718.0381,TowerA,3,25
726.046,TowerA,3,24
734.0538,TowerA,3,21
741.7213,TowerA,3,20
749.0684,TowerA,3,19
756.0753,TowerA,3,19
763.0821,TowerA,3,19
769.7486,TowerA,3,18
776.0948,TowerA,3,17
782.421,TowerA,3,16
788.7672,TowerA,3,16
794.773,TowerD,3,16
1196.825,TowerD,3,17
1197.166,TowerD,3,17
1197.506,TowerD,3,17
1197.826,TowerD,3,17
1198.167,TowerD,3,17
1198.507,TowerD,3,17
1198.827,TowerD,3,17
1199.167,TowerD,3,17
1199.508,TowerD,3,17
1199.828,TowerD,3,17
1200.168,TowerD,3,17
1200.509,TowerD,3,17
1200.829,TowerD,3,17
1201.169,TowerD,3,17
1201.51,TowerD,3,17
1201.83,TowerD,3,17
1202.17,TowerD,3,17
1202.511,TowerD,3,17
1202.831,TowerD,3,17
1203.171,TowerD,3,17
1203.512,TowerD,3,17
1203.832,TowerD,3,17
1204.172,TowerD,3,17
1204.513,TowerD,3,17
1204.833,TowerD,3,17
1205.173,TowerD,3,17
1205.514,TowerD,3,17
1205.834,TowerD,3,17
1206.174,TowerD,3,17
1206.515,TowerD,3,17
1206.835,TowerD,3,17
1207.175,TowerD,3,17
1207.516,TowerD,3,17
1207.836,TowerD,3,17
1208.176,TowerD,3,17
1208.517,TowerD,3,17
1208.837,TowerD,3,17
1209.177,TowerD,3,17
1209.518,TowerD,3,17
1209.838,TowerD,3,17
1210.178,TowerD,3,17
1210.519,TowerD,3,17
1210.839,TowerD,3,17
1211.179,TowerD,3,17
1211.52,TowerD,3,17
1211.84,TowerD,3,17
1212.18,TowerD,3,17
1212.521,TowerD,3,17
1212.841,TowerD,3,17
1213.181,TowerD,3,17
1213.521,TowerD,3,17
1213.842,TowerD,3,17
1214.182,TowerD,3,17
1214.522,TowerD,3,17
1214.843,TowerD,3,17
1215.183,TowerD,3,17
1215.523,TowerD,3,17
1215.844,TowerD,3,17
1216.184,TowerD,3,17
1216.524,TowerD,3,17
1216.845,TowerD,3,17
1217.185,TowerD,3,17
1217.525,TowerD,3,17
1217.846,TowerD,3,17
1218.186,TowerD,3,17
1218.526,TowerD,3,17
1218.847,TowerD,3,17
1219.187,TowerD,3,17
1219.527,TowerD,3,17
1219.848,TowerD,3,17
1220.188,TowerD,3,17
1220.528,TowerD,3,17
1220.849,TowerD,3,17
1221.189,TowerD,3,17
1221.529,TowerD,3,17
1221.85,TowerD,3,17
1222.19,TowerD,3,17
1222.53,TowerD,3,17
1222.851,TowerD,3,17
1223.191,TowerD,3,17
1223.531,TowerD,3,17
1223.852,TowerD,3,17
1224.192,TowerD,3,17
1224.532,TowerD,3,17
1224.853,TowerD,3,17
1225.193,TowerD,3,17
1225.533,TowerD,3,17
1225.854,TowerD,3,17
1226.194,TowerD,3,17
1226.534,TowerD,3,17
1226.854,TowerD,3,17
1227.195,TowerD,3,17
1227.535,TowerD,3,17
1227.855,TowerD,3,17
1228.196,TowerD,3,17
1228.536,TowerD,3,17
1228.856,TowerD,3,17
1229.197,TowerD,3,17
1229.537,TowerD,3,17
1229.857,TowerD,3,17
1230.198,TowerD,3,17
1230.538,TowerD,3,17
1230.858,TowerD,3,17
1231.199,TowerD,3,17
1231.539,TowerD,3,17
1231.859,TowerD,3,17
1232.2,TowerD,3,17
1232.54,TowerD,3,17
1232.86,TowerD,3,17
1233.201,TowerD,3,17
1233.541,TowerD,3,17
1233.861,TowerD,3,17
1234.202,TowerD,3,17
1234.542,TowerD,3,17
1234.862,TowerD,3,17
1235.203,TowerD,3,17
1235.543,TowerD,3,17
1235.863,TowerD,3,17
1236.204,TowerD,3,17
1236.544,TowerD,3,17
1236.864,TowerD,3,17
1237.205,TowerD,3,17
1237.545,TowerD,3,17
1237.865,TowerD,3,17
1238.206,TowerD,3,17
1238.546,TowerD,3,17
1238.866,TowerD,3,17
1239.207,TowerD,3,17
1239.547,TowerD,3,17
1239.867,TowerD,3,17
1240.208,TowerD,3,17
1240.548,TowerD,3,17
1240.868,TowerD,3,17
1241.208,TowerD,3,17
1241.549,TowerD,3,17
1241.869,TowerD,3,17
1242.209,TowerD,3,17
1242.55,TowerD,3,17
1242.87,TowerD,3,17
1243.21,TowerD,3,17
1243.551,TowerD,3,17
1243.871,TowerD,3,17
1244.211,TowerD,3,17
1244.552,TowerD,3,17
1244.872,TowerD,3,17
1245.212,TowerD,3,17
1245.553,TowerD,3,17
1245.873,TowerD,3,17
1246.213,TowerD,3,17
1246.554,TowerD,3,17
1246.874,TowerD,3,17
1247.214,TowerD,3,17
1247.555,TowerD,3,17
1247.875,TowerD,3,17
1248.215,TowerD,3,17
1248.556,TowerD,3,17
1248.876,TowerD,3,17
1249.216,TowerD,3,17
1249.557,TowerD,3,17
1249.877,TowerD,3,17
1250.217,TowerD,3,17
1250.558,TowerD,3,17
1250.878,TowerD,3,17
1251.218,TowerD,3,17
1251.559,TowerD,3,17
1251.879,TowerD,3,17
1252.219,TowerD,3,17
1252.56,TowerD,3,17
1252.88,TowerD,3,17
1253.22,TowerD,3,17
1253.561,TowerD,3,17
1253.881,TowerD,3,17
1254.221,TowerD,3,17
1254.562,TowerD,3,17
1254.882,TowerD,3,17
1255.222,TowerD,3,17
1255.563,TowerD,3,17
1255.883,TowerD,3,17
1256.223,TowerD,3,17
1256.563,TowerD,3,17
1256.884,TowerD,3,17
1257.224,TowerD,3,17
1257.564,TowerD,3,17
1257.885,TowerD,3,17
1258.225,TowerD,3,17
1258.565,TowerD,3,17
1258.886,TowerD,3,17
1259.226,TowerD,3,17
1259.566,TowerD,3,17
1259.887,TowerD,3,17
1260.227,TowerD,3,17
1260.567,TowerD,3,17
1260.888,TowerD,3,17
1261.228,TowerD,3,17
1261.568,TowerD,3,17
1261.889,TowerD,3,17
1262.229,TowerD,3,17
1262.569,TowerD,3,17
1262.89,TowerD,3,17
1263.23,TowerD,3,17
1263.57,TowerD,3,17
1263.891,TowerD,3,17
1264.231,TowerD,3,17
1264.571,TowerD,3,17
1264.892,TowerD,3,17
1265.232,TowerD,3,17
1265.572,TowerD,3,17
1265.893,TowerD,3,17
1266.233,TowerD,3,17
1266.573,TowerD,3,17
1266.894,TowerD,3,17
1267.234,TowerD,3,17
1267.574,TowerD,3,17
1267.895,TowerD,3,17
1268.235,TowerD,3,17
1268.575,TowerD,3,17
1268.896,TowerD,3,17
1269.236,TowerD,3,17
1269.576,TowerD,3,17
1269.896,TowerD,3,17
1270.237,TowerD,3,17
1270.577,TowerD,3,17
1270.897,TowerD,3,17
1271.238,TowerD,3,17
1271.578,TowerD,3,17
1271.898,TowerD,3,17
1272.239,TowerD,3,17
1272.579,TowerD,3,17
1272.899,TowerD,3,17
1273.24,TowerD,3,17
1273.58,TowerD,3,17
1273.9,TowerD,3,17
1274.241,TowerD,3,17
1274.581,TowerD,3,17
1274.901,TowerD,3,17
1275.242,TowerD,3,17
1275.582,TowerD,3,17
1275.902,TowerD,3,17
1276.243,TowerD,3,17
1276.583,TowerD,3,17
1276.903,TowerD,3,17
1277.244,TowerD,3,17
1277.584,TowerD,3,17
1277.904,TowerD,3,17
1278.245,TowerD,3,17
1278.585,TowerD,3,17
1278.905,TowerD,3,17
1279.246,TowerD,3,17
1279.586,TowerD,3,17
1279.906,TowerD,3,17
1280.247,TowerD,3,17
