Elapsed Sec,Evacuee Count
0.2799999,0
6.959994,0
10.40005,0
12.28009,0
13.54012,0
14.66014,0
15.82017,0
17.0402,0
18.34023,0
19.52026,0
20.70028,0
21.90031,0
23.24034,0
24.60037,0
25.9404,0
27.38044,0
28.82047,0
30.3205,0
31.82054,0
33.44057,0
35.18061,0
37.00066,0
38.7407,0
40.32073,0
42.00077,0
43.64081,0
45.28085,0
46.98088,0
48.66092,0
50.06096,0
51.44099,0
52.76102,0
54.06105,0
55.34108,0
56.82111,0
58.14114,0
59.40117,0
60.7212,0
61.98123,0
63.22126,0
64.50119,0
65.84097,0
67.12075,0
68.38054,0
69.84029,0
71.44003,0
73.03976,0
74.47952,0
76.01926,0
77.57899,0
79.21872,0
80.87844,0
82.35819,0
83.81795,0
85.11773,0
86.53749,0
87.93726,0
89.437,0
91.03674,0
92.57648,0
94.03623,0
95.416,0
96.67579,0
98.11555,0
99.51531,0
100.7951,0
102.3148,0
103.6746,0
104.9344,0
106.3542,0
107.7339,0
108.9737,0
110.6934,0
112.1332,0
113.493,0
114.9927,0
116.3525,0
117.7123,0
119.112,0
120.2318,0
121.5316,0
122.8714,0
124.2112,0
125.491,0
126.7107,0
127.7706,0
129.0307,0
130.371,0
131.4513,0
132.5715,0
133.8318,0
134.972,0
136.2923,0
137.6126,0
138.9129,0
140.1331,0
141.3334,0
142.4536,0
143.6939,0
144.8541,0
145.8743,0
146.8546,0
147.7948,0
148.775,0
149.7752,0
150.9754,0
152.2557,0
153.2959,0
154.2561,0
155.1963,0
156.2366,0
157.2768,0
158.437,0
159.6173,0
160.6975,0
161.7777,0
162.898,0
163.8982,0
164.8984,0
165.8986,0
166.9388,0
168.2591,0
169.5594,0
170.5796,0
171.6599,0
172.7001,0
173.6803,0
174.6405,0
175.5607,0
176.4609,0
177.4611,0
178.5813,0
179.7416,0
180.7218,0
181.902,0
183.1023,0
184.1225,0
185.2828,0
186.403,0
187.3832,0
188.4434,0
189.5437,0
190.4639,0
191.5241,0
192.6443,0
193.5645,0
194.5647,0
195.725,0
196.6452,0
197.6854,0
198.7256,0
199.7258,0
200.8061,0
201.8263,0
202.6865,0
203.5267,0
204.5869,0
205.6671,0
206.5673,0
207.6275,0
208.7078,0
209.588,0
210.5282,0
211.4684,0
212.3685,0
213.4088,0
214.2489,0
215.0691,0
215.8693,0
216.6495,0
217.5697,0
218.4298,0
219.27,0
220.0702,0
220.8904,0
221.8106,0
222.6908,0
223.4909,0
224.3111,0
225.1513,0
226.1315,0
226.9917,0
228.0919,0
229.1521,0
230.2124,0
231.2126,0
232.2528,0
233.133,0
233.9932,0
235.0934,0
236.0936,0
236.9938,0
237.874,0
238.7342,0
239.6744,0
240.5946,0
241.5748,0
242.615,0
243.4752,0
244.3554,0
245.3156,0
246.3158,0
247.216,0
248.0762,0
249.1164,0
250.3567,0
251.2969,0
252.097,0
253.0172,0
253.9174,0
254.8176,0
255.8578,0
256.9373,0
258.0367,0
258.9762,0
259.8158,0
260.6153,0
261.4349,0
262.4343,0
263.4138,0
264.2533,0
265.0329,0
265.8524,0
266.672,0
267.5315,0
268.3311,0
269.1506,0
269.9702,0
270.8497,0
271.6693,0
272.4688,0
273.3083,0
274.1479,0
275.0274,0
275.847,0
276.6465,0
277.4861,0
278.2856,0
279.1851,0
279.9647,0
280.7643,0
281.5238,0
282.3034,0
283.1629,0
284.0025,0
284.822,0
285.6016,0
286.3812,0
287.2007,0
288.0203,0
288.7998,0
289.6194,0
290.4189,0
291.2985,0
292.098,0
292.9775,0
293.7771,0
294.6166,0
295.836,0
296.8554,0
297.6949,0
298.7144,0
299.8538,0
300.7533,0
301.6328,0
302.5523,0
303.3718,0
304.2314,0
305.1708,0
306.1503,0
306.9698,0
307.7694,0
308.6089,0
309.4085,0
310.2281,0
310.9876,0
311.9271,0
312.9865,0
313.8661,0
314.6656,0
315.5851,0
316.5246,0
317.4441,0
318.3236,0
319.1631,0
320.0627,0
320.9022,0
321.8217,0
322.6212,0
323.4008,0
324.2004,0
324.9999,0
325.8994,0
326.699,0
327.4986,0
328.2781,0
329.1577,0
330.1771,0
331.0366,0
331.8362,0
332.7357,0
333.7551,0
334.7946,0
335.6341,0
336.3937,0
337.1932,0
337.9728,0
338.9123,0
339.7318,0
340.5114,0
341.331,0
342.1505,0
343.05,0
343.9095,0
344.7291,0
345.5486,0
346.4482,0
347.4476,0
348.3471,0
349.1667,0
349.9662,0
350.7658,0
351.6053,0
352.3649,0
353.1245,0
353.8841,0
354.6836,0
355.4832,0
356.3227,0
357.1223,0
357.9418,0
358.7614,0
359.6009,0
360.4604,0
361.24,0
362.0396,0
362.8591,0
363.6587,0
364.6182,0
365.4777,0
366.3572,0
367.1768,0
