Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerB,3,50
162.1178,TowerD,3,50
620.6431,TowerD,3,33
634.4966,TowerD,3,33
646.7286,TowerD,3,33
658.9205,TowerD,3,33
672.1534,TowerD,3,31
683.9849,TowerD,3,30
694.6553,TowerD,3,29
706.3467,TowerD,3,29
717.7178,TowerD,3,27
728.088,TowerD,3,27
738.4781,TowerD,3,26
748.9083,TowerD,3,26
758.6578,TowerD,3,25
768.2071,TowerD,3,25
778.0567,TowerD,3,24
787.0054,TowerD,3,24
795.2335,TowerD,3,24
804.5025,TowerA,3,22
1213.461,TowerC,2.677676,23
1603.882,TowerA,3,23
1952.743,TowerC,3,23
