Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerB,3,40
292.7177,TowerC,3,40
676.7579,TowerC,3,34
677.0982,TowerC,3,34
677.4185,TowerC,3,34
677.7589,TowerC,3,34
678.0992,TowerC,3,34
678.4195,TowerC,3,34
678.7598,TowerC,3,34
679.1002,TowerC,3,34
679.4205,TowerC,3,34
679.7608,TowerC,3,34
680.1011,TowerC,3,34
680.4214,TowerC,3,34
680.7618,TowerC,3,34
681.1021,TowerC,3,34
681.4224,TowerC,3,34
681.7628,TowerC,3,34
682.1031,TowerC,3,34
682.4234,TowerC,3,34
682.7637,TowerC,3,34
683.1041,TowerC,3,33
683.4244,TowerC,3,33
683.7647,TowerC,3,33
684.105,TowerC,3,33
684.4254,TowerC,3,33
684.7657,TowerC,3,33
685.106,TowerC,3,33
685.4263,TowerC,3,33
685.7667,TowerC,3,33
686.107,TowerC,3,33
686.4273,TowerC,3,33
686.7676,TowerC,3,33
687.108,TowerC,3,33
687.4283,TowerC,3,33
687.7686,TowerC,3,33
688.1089,TowerC,3,33
688.4293,TowerC,3,33
688.7696,TowerC,3,33
689.1099,TowerC,3,33
689.4302,TowerC,3,33
689.7706,TowerC,3,33
690.1109,TowerC,3,33
690.4312,TowerC,3,33
690.7715,TowerC,3,32
691.1119,TowerC,3,32
691.4322,TowerC,3,32
691.7725,TowerC,3,32
692.1129,TowerC,3,32
692.4332,TowerC,3,32
692.7735,TowerC,3,32
693.1138,TowerC,3,32
693.4341,TowerC,3,32
693.7745,TowerC,3,32
694.1148,TowerC,3,32
694.4351,TowerC,3,32
694.7755,TowerC,3,32
695.1158,TowerC,3,32
695.4361,TowerC,3,32
695.7764,TowerC,3,32
696.1168,TowerC,3,32
696.4371,TowerC,3,32
696.7774,TowerC,3,32
697.1177,TowerC,3,32
697.438,TowerC,3,32
697.7784,TowerC,3,32
698.1187,TowerC,3,32
698.439,TowerC,3,32
698.7794,TowerC,3,32
699.1197,TowerC,3,32
699.44,TowerC,3,32
699.7803,TowerC,3,32
700.1207,TowerC,3,32
700.441,TowerC,3,32
700.7813,TowerC,3,32
701.1216,TowerC,3,32
701.442,TowerC,3,32
701.7823,TowerC,3,32
702.1226,TowerC,3,32
702.4429,TowerC,3,32
702.7833,TowerC,3,32
703.1236,TowerC,3,32
703.4439,TowerC,3,32
703.7842,TowerC,3,32
704.1246,TowerD,3,31
785.524,TowerD,3,30
793.2115,TowerD,3,30
801.5396,TowerD,3,28
809.5474,TowerD,3,28
817.2349,TowerD,3,26
824.9024,TowerD,3,24
832.5699,TowerD,3,24
839.9171,TowerD,3,21
846.9239,TowerD,3,20
853.5904,TowerD,3,20
860.2769,TowerD,3,20
866.2828,TowerD,3,19
871.9483,TowerD,3,17
877.2935,TowerD,3,16
882.6187,TowerD,3,15
887.6236,TowerD,3,15
892.9688,TowerD,3,14
897.9737,TowerD,3,14
902.9786,TowerD,3,14
907.6431,TowerD,3,14
912.3277,TowerD,3,14
916.9922,TowerD,3,14
921.6568,TowerD,3,14
926.3414,TowerD,3,13
930.6656,TowerD,3,11
935.0098,TowerD,3,11
939.3541,TowerD,3,11
943.358,TowerD,3,11
947.6822,TowerD,3,10
952.0264,TowerD,3,10
955.3697,TowerD,3,10
958.0323,TowerD,3,10
960.6949,TowerD,3,10
963.6978,TowerD,3,10
966.3804,TowerD,3,10
969.043,TowerD,3,10
972.046,TowerD,3,10
976.0499,TowerD,3,10
980.3941,TowerD,3,10
984.7183,TowerD,3,10
989.0626,TowerD,3,10
993.4068,TowerD,3,10
997.731,TowerD,3,9
1001.735,TowerD,3,9
1005.739,TowerD,3,9
1009.743,TowerD,3,9
1013.747,TowerA,3,8
1413.817,TowerD,3,7
1813.207,TowerA,3,7
