Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerD,3.5,42
255.1177,TowerD,3.5,42
301.5928,TowerD,3.5,41
334.6946,TowerC,3.5,37
426.6041,TowerC,3.5,45
455.1684,TowerA,3.5,56
771.6505,TowerA,3.5,62
795.4337,TowerA,3.5,62
818.6763,TowerA,3.5,60
841.7989,TowerA,3.5,58
864.8614,TowerA,3.5,53
885.1812,TowerA,3.5,45
904.42,TowerA,3.5,43
923.919,TowerA,3.5,38
944.1187,TowerA,3.5,31
960.5748,TowerA,3.5,27
975.7496,TowerA,3.5,21
988.522,TowerA,3.5,17
1000.614,TowerA,3.5,16
1012.766,TowerB,3.5,15
1080.452,TowerB,3.5,15
1091.322,TowerB,3.5,15
1102.353,TowerB,3.5,15
1112.343,TowerB,3.5,15
1123.213,TowerB,3.5,15
1133.263,TowerB,3.5,14
1144.054,TowerB,3.5,14
1153.883,TowerB,3.5,12
1163.132,TowerB,3.5,12
1172.862,TowerB,3.5,10
1182.431,TowerB,3.5,7
1191.12,TowerB,3.5,6
1198.687,TowerB,3.5,6
1206.495,TowerB,3.5,6
1213.842,TowerB,3.5,5
1221.569,TowerB,3.5,5
1228.376,TowerB,3.5,3
1234.722,TowerB,3.5,2
1241.509,TowerB,3.5,2
1248.175,TowerB,3.5,2
1254.461,TowerB,3.5,2
1261.268,TowerB,3.5,2
1267.094,TowerB,3.5,2
1272.939,TowerB,3.5,2
1279.446,TowerB,3.5,1
1284.591,TowerB,3.5,1
1289.856,TowerB,3.5,1
1294.741,TowerB,3.5,1
1299.385,TowerB,3.5,1
1303.629,TowerB,3.5,1
1307.914,TowerB,3.5,1
1311.777,TowerB,3.5,1
1315.801,TowerB,3.5,1
1319.765,TowerB,3.5,1
1323.829,TowerB,3.5,1
1328.233,TowerB,3.5,1
1332.538,TowerB,3.5,1
1335.561,TowerB,3.5,1
1339.064,TowerB,3.5,1
1342.387,TowerB,3.5,1
1346.331,TowerB,3.5,1
1349.374,TowerB,3.5,1
1352.717,TowerB,3.5,1
1355.78,TowerB,3.5,1
1358.763,TowerB,3.5,1
1361.886,TowerB,3.5,1
1365.049,TowerB,3.5,1
1368.313,TowerB,3.5,1
1371.476,TowerB,3.5,1
1374.458,TowerB,3.5,1
1377.421,TowerB,3.5,1
1379.924,TowerB,3.5,1
1383.287,TowerB,3.5,1
1386.71,TowerB,3.5,1
1389.233,TowerB,3.5,1
