Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerD,3.5,42
196.4051,TowerD,3.5,42
229.5722,TowerD,3.5,37
263.5337,TowerD,3.5,32
288.42,TowerC,3.5,30
374.013,TowerC,3.5,12
374.9925,TowerC,3.5,12
375.9519,TowerC,3.5,12
376.9114,TowerC,3.5,12
377.8909,TowerC,3.5,12
378.9703,TowerC,3.5,12
379.9497,TowerC,3.5,12
381.0691,TowerC,3.5,12
382.2485,TowerC,3.5,12
383.3878,TowerC,3.5,12
384.5072,TowerC,3.5,11
385.6466,TowerC,3.5,11
386.786,TowerC,3.5,11
387.8654,TowerC,3.5,11
388.9248,TowerC,3.5,11
389.9642,TowerC,3.5,10
391.0037,TowerC,3.5,10
392.0431,TowerC,3.5,9
393.0825,TowerC,3.5,9
394.3618,TowerC,3.5,8
395.6211,TowerC,3.5,8
396.8804,TowerC,3.5,8
398.1198,TowerC,3.5,8
399.2591,TowerC,3.5,8
400.3985,TowerC,3.5,7
401.6378,TowerC,3.5,7
402.8771,TowerC,3.5,7
404.4962,TowerC,3.5,7
406.0954,TowerC,3.5,6
407.5346,TowerC,3.5,6
408.8539,TowerC,3.5,6
410.1531,TowerC,3.5,6
411.2725,TowerC,3.5,6
412.3719,TowerC,3.5,6
413.6112,TowerC,3.5,6
414.5907,TowerC,3.5,6
415.5102,TowerC,3.5,6
416.4097,TowerC,3.5,6
417.3492,TowerC,3.5,6
418.2687,TowerC,3.5,6
419.4081,TowerC,3.5,6
420.6474,TowerC,3.5,6
421.6668,TowerC,3.5,6
422.7462,TowerC,3.5,6
423.7856,TowerC,3.5,6
424.7251,TowerC,3.5,6
425.7246,TowerC,3.5,5
426.6841,TowerA,3.5,5
