Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerA (10),3.5,13
125.9309,TowerA (10),3.5,13
140.4532,TowerA (10),3.5,13
153.736,TowerA (10),3.5,13
167.719,TowerA (10),3.5,11
180.3017,TowerA (10),3.5,7
190.964,TowerA (10),3.5,4
199.3258,TowerA (10),3.5,4
207.2074,TowerA (9),3.5,4
1296.863,TowerA (9),3.5,4
1302.929,TowerA (9),3.5,4
1309.075,TowerA (9),3.5,4
1316.302,TowerA (9),3.5,4
1323.088,TowerA (9),3.5,3
1329.775,TowerA (9),3.5,3
1337.563,TowerA (9),3.5,3
1344.509,TowerA (9),3.5,3
1351.576,TowerA (9),3.5,1
1358.323,TowerA (9),3.5,1
1364.629,TowerA (9),3.5,1
1370.495,TowerA (9),3.5,1
1376.34,TowerA (9),3.5,1
1382.246,TowerA (9),3.5,1
1388.572,TowerA (9),3.5,1
