Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerB,3.5,46
189.7837,TowerA,3.5,50
274.8275,TowerA,3.5,43
275.747,TowerA,3.5,43
276.6465,TowerA,3.5,43
277.506,TowerA,3.5,43
278.3656,TowerA,3.5,43
279.2651,TowerA,3.5,43
280.1846,TowerA,3.5,43
281.0841,TowerA,3.5,43
282.0236,TowerA,3.5,43
282.9431,TowerA,3.5,43
283.8825,TowerA,3.5,43
284.782,TowerA,3.5,43
285.6815,TowerA,3.5,43
286.5811,TowerA,3.5,43
287.5005,TowerA,3.5,43
288.4001,TowerA,3.5,43
289.2796,TowerA,3.5,43
290.2191,TowerA,3.5,43
291.2185,TowerA,3.5,43
292.2779,TowerA,3.5,43
293.4573,TowerA,3.5,43
294.6966,TowerA,3.5,43
295.816,TowerA,3.5,43
296.8954,TowerA,3.5,43
297.9148,TowerA,3.5,43
298.8543,TowerA,3.5,42
299.8338,TowerA,3.5,42
300.8332,TowerA,3.5,41
301.9126,TowerA,3.5,40
303.092,TowerA,3.5,40
304.2913,TowerA,3.5,40
305.3108,TowerA,3.5,40
306.4102,TowerA,3.5,40
307.5495,TowerA,3.5,40
308.589,TowerA,3.5,40
309.5484,TowerA,3.5,40
310.4279,TowerA,3.5,40
311.3075,TowerA,3.5,40
312.207,TowerA,3.5,40
313.1864,TowerA,3.5,40
314.2858,TowerA,3.5,40
315.5052,TowerA,3.5,40
316.9644,TowerA,3.5,39
318.2836,TowerA,3.5,38
319.5429,TowerA,3.5,38
320.8422,TowerA,3.5,37
322.0416,TowerA,3.5,37
323.101,TowerC,3.5,36
624.3668,TowerC,3.5,16
625.2076,TowerC,3.5,16
626.0484,TowerC,3.5,16
626.8892,TowerC,3.5,16
627.71,TowerC,3.5,16
628.4908,TowerC,3.5,16
629.2715,TowerC,3.5,16
630.1924,TowerC,3.5,16
630.9932,TowerC,3.5,16
631.774,TowerC,3.5,16
632.5547,TowerC,3.5,16
633.3755,TowerC,3.5,16
634.1563,TowerC,3.5,16
634.9371,TowerC,3.5,16
635.7379,TowerC,3.5,16
636.5386,TowerC,3.5,16
637.3594,TowerC,3.5,16
638.1402,TowerC,3.5,16
638.921,TowerC,3.5,16
639.7017,TowerC,3.5,16
640.4625,TowerC,3.5,16
641.2833,TowerC,3.5,16
642.1841,TowerC,3.5,16
643.2252,TowerC,3.5,16
644.1461,TowerC,3.5,16
645.0469,TowerC,3.5,16
645.9478,TowerC,3.5,16
646.9288,TowerC,3.5,16
647.9498,TowerC,3.5,16
648.9107,TowerC,3.5,16
649.8716,TowerC,3.5,16
650.9327,TowerC,3.5,16
651.8736,TowerC,3.5,16
652.7745,TowerC,3.5,16
653.6954,TowerC,3.5,16
654.5162,TowerC,3.5,16
655.317,TowerC,3.5,16
656.1578,TowerC,3.5,16
657.1788,TowerC,3.5,16
658.1998,TowerC,3.5,16
659.0806,TowerC,3.5,16
659.8814,TowerC,3.5,16
660.7022,TowerC,3.5,16
661.483,TowerC,3.5,16
662.2838,TowerC,3.5,16
663.1446,TowerC,3.5,16
663.9254,TowerC,3.5,16
664.7462,TowerC,3.5,16
665.627,TowerC,3.5,16
666.608,TowerC,3.5,16
667.669,TowerC,3.5,16
668.67,TowerC,3.5,16
669.5709,TowerC,3.5,16
670.5318,TowerC,3.5,16
671.4327,TowerC,3.5,16
672.2935,TowerC,3.5,16
673.1343,TowerC,3.5,16
673.9151,TowerC,3.5,16
674.816,TowerC,3.5,16
675.7369,TowerC,3.5,16
676.5777,TowerC,3.5,16
677.6387,TowerC,3.5,16
679.0001,TowerC,3.5,16
680.4014,TowerC,3.5,16
681.5225,TowerC,3.5,16
682.6436,TowerC,3.5,16
683.7047,TowerC,3.5,16
684.6255,TowerC,3.5,16
685.5464,TowerC,3.5,16
686.4874,TowerC,3.5,16
687.3882,TowerC,3.5,16
688.209,TowerC,3.5,16
689.0298,TowerC,3.5,16
689.7906,TowerC,3.5,16
690.5914,TowerC,3.5,16
691.5123,TowerC,3.5,16
692.5733,TowerC,3.5,16
693.6744,TowerC,3.5,16
694.6954,TowerC,3.5,16
695.8165,TowerC,3.5,16
696.9376,TowerC,3.5,16
697.9185,TowerC,3.5,16
699.0196,TowerC,3.5,16
700.0005,TowerC,3.5,16
700.8814,TowerC,3.5,16
701.7422,TowerC,3.5,16
702.7232,TowerC,3.5,16
703.6841,TowerC,3.5,16
704.4849,TowerC,3.5,16
705.2857,TowerC,3.5,16
706.1265,TowerC,3.5,16
707.0074,TowerC,3.5,16
707.8682,TowerC,3.5,16
