Elapsed Sec,Evacuee Count
0.14,0
6.799994,0
10.00004,0
11.86008,0
13.16011,0
14.38014,0
15.60017,0
16.8802,0
18.30023,0
19.56026,0
20.78028,0
22.04031,0
23.42035,0
24.78038,0
26.14041,0
27.46044,0
28.70047,0
30.2005,0
31.86054,0
33.38057,0
34.84061,0
36.28064,0
37.80067,0
39.28071,0
40.68074,0
42.10077,0
43.80081,0
45.46085,12
47.12089,16
48.60092,16
50.12096,16
51.44099,16
52.80102,16
54.30105,16
55.66108,16
57.02111,16
58.48115,16
59.76118,16
61.18121,16
62.60124,16
63.82127,16
65.14108,16
66.62083,16
68.0006,16
69.44036,16
70.80013,16
72.25989,16
73.57967,17
74.83945,20
76.17923,21
77.49901,21
78.81879,21
79.9586,24
81.17839,26
82.39819,27
83.53799,27
84.85777,27
86.23754,27
87.41734,28
88.57715,31
89.65697,31
90.89676,31
92.21654,32
93.51632,35
94.63613,35
95.97591,37
97.27569,37
98.33551,37
99.55531,37
100.8951,37
101.9949,37
103.1547,37
104.3145,37
105.3743,38
106.6141,38
107.8739,38
108.9737,38
110.2535,38
111.5733,38
112.7331,38
113.9329,38
115.2927,38
116.4525,39
117.6523,40
118.8321,40
119.9319,40
121.1317,40
122.3115,40
123.3113,40
124.4111,41
125.5309,41
126.5708,41
127.7906,41
129.0508,41
130.111,41
131.2112,41
132.3114,41
133.4517,41
134.692,41
135.8922,41
136.9724,41
138.1327,41
139.3329,41
140.3532,41
141.5134,41
142.7337,41
143.7139,41
144.7141,41
145.7743,41
146.7745,41
147.6747,41
148.5749,41
149.4751,41
150.3753,41
151.5756,41
152.6758,41
153.656,41
154.7762,41
156.0365,41
157.0767,41
158.0569,41
159.0372,41
160.0174,41
160.9576,41
161.8578,41
162.7379,41
163.6581,41
164.5983,41
165.4785,41
166.3787,41
167.2589,41
168.1191,41
168.9793,41
169.8395,41
170.6996,41
171.5798,41
172.5,41
173.5202,41
174.4604,41
175.3406,41
176.6209,41
178.0012,41
179.0614,41
180.0416,41
181.0419,41
182.1021,41
183.2223,41
184.3626,41
185.3428,41
186.463,41
187.5632,41
188.5034,41
189.4036,41
190.3438,41
191.3241,41
192.2442,41
193.2845,41
194.3247,41
195.3049,41
196.3651,41
197.4454,41
198.3856,41
199.3658,41
200.286,41
201.2462,41
202.2064,41
203.2466,41
204.4268,41
205.4271,41
206.2672,41
207.0674,41
207.8676,41
208.7078,41
209.5279,41
210.3081,41
211.1283,41
212.0285,41
212.9087,41
213.7288,41
214.549,41
215.3892,41
216.4094,41
217.4696,41
218.4098,41
219.5501,41
220.6303,41
221.6505,41
222.5507,41
223.3509,41
224.1911,41
225.0713,41
226.2315,41
227.3117,41
228.2319,41
229.0721,41
229.9123,41
230.8125,41
231.7127,41
232.6129,41
233.453,41
234.2732,41
235.1534,41
236.0136,41
236.8938,41
237.774,41
238.6142,41
239.5143,41
240.3745,41
241.1947,41
242.0149,41
242.815,41
243.7352,41
244.5754,41
245.3956,41
246.2758,41
247.216,41
248.2762,41
249.2164,41
250.1366,41
250.9768,41
251.837,41
252.7572,41
253.5773,41
254.3775,41
255.2177,41
256.0378,41
257.0773,41
257.9968,41
258.8563,41
259.6958,41
260.5354,41
261.4948,41
262.3943,41
263.2539,41
264.0934,41
264.893,41
265.7925,41
266.612,41
267.4316,41
268.2511,41
269.0907,41
269.9902,41
270.8297,41
271.7092,41
272.5887,41
273.4483,41
274.3878,41
275.3073,41
276.1668,41
277.0463,41
277.9058,41
278.9053,41
279.8048,41
280.6643,41
281.5038,41
282.3634,41
283.3628,41
284.3223,41
285.2018,41
286.0813,41
287.0008,41
288.0003,41
288.8998,41
289.7793,41
290.6988,41
291.6783,41
292.8376,41
293.8171,41
294.6966,41
295.5561,41
296.4956,41
297.635,41
298.5745,41
299.474,41
300.4734,41
301.4129,41
302.3524,41
303.2519,41
304.1514,41
305.0509,41
305.9504,41
306.9499,41
307.8694,41
308.7888,41
309.7083,41
310.6278,41
311.6073,41
312.5868,41
313.4863,41
314.3458,41
315.2053,41
316.1648,41
317.0843,41
318.1637,41
319.1831,41
320.1826,41
321.242,41
322.1615,41
323.041,41
323.9005,41
324.7401,41
325.6996,41
326.619,41
327.4986,41
328.3181,41
329.3176,41
330.357,41
331.3365,41
332.256,41
333.2154,41
334.1549,41
335.2543,41
336.3137,41
337.3731,41
338.4326,41
339.532,41
