Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerA (8),3.5,11
116.1525,TowerA (8),3.5,11
128.4306,TowerA (8),3.5,11
138.0527,TowerA (8),3.5,5
147.0346,TowerA (8),3.5,4
154.6562,TowerA (8),3.5,3
160.4174,TowerA (8),3.5,3
165.0384,TowerA (8),3.5,3
169.4394,TowerA (8),3.5,3
173.7403,TowerA (8),3.5,3
178.0612,TowerA (8),3.5,3
182.3021,TowerA (8),3.5,3
185.9029,TowerA (8),3.5,3
189.4837,TowerA (8),3.5,3
192.5043,TowerA (8),3.5,3
196.0851,TowerA (8),3.5,3
199.4658,TowerA (8),3.5,3
202.2064,TowerA (8),3.5,3
204.7869,TowerA (8),3.5,3
207.3675,TowerA (8),3.5,3
210.1281,TowerA (8),3.5,3
212.6686,TowerA (8),3.5,3
215.1291,TowerA (8),3.5,3
217.6297,TowerA (8),3.5,3
220.1302,TowerA (8),3.5,3
222.3107,TowerA (8),3.5,3
224.5311,TowerA (8),3.5,3
226.7516,TowerA (8),3.5,3
229.1921,TowerA (8),3.5,3
231.4326,TowerA (8),3.5,3
233.7931,TowerA (8),3.5,3
236.0336,TowerA (8),3.5,3
238.3341,TowerA (8),3.5,3
240.5346,TowerA (8),3.5,3
242.8751,TowerA (8),3.5,3
245.0755,TowerA (8),3.5,3
247.436,TowerA (8),3.5,3
249.6365,TowerA (8),3.5,3
251.877,TowerA (8),3.5,3
254.2375,TowerA (8),3.5,3
256.6975,TowerA (8),3.5,3
259.336,TowerA (8),3.5,3
261.9146,TowerA (8),3.5,3
264.5532,TowerA (8),3.5,3
266.7719,TowerA (8),3.5,3
269.0307,TowerA (8),3.5,3
271.2295,TowerA (8),3.5,3
273.4883,TowerA (8),3.5,3
275.687,TowerA (8),3.5,3
277.9258,TowerA (8),3.5,3
280.2245,TowerA (8),3.5,3
282.5233,TowerA (8),3.5,3
284.7221,TowerA (8),3.5,3
287.1807,TowerA (8),3.5,3
289.3795,TowerA (8),3.5,3
291.7982,TowerA (8),3.5,3
293.977,TowerA (8),3.5,3
296.1358,TowerA (8),3.5,3
298.4945,TowerA (8),3.5,3
300.9132,TowerA (8),3.5,3
303.052,TowerA (8),3.5,3
305.3507,TowerA (8),3.5,3
307.6895,TowerA (8),3.5,3
310.0082,TowerA (8),3.5,3
312.187,TowerA (8),3.5,3
314.5057,TowerA (8),3.5,3
316.6245,TowerA (8),3.5,3
318.8233,TowerA (8),3.5,3
321.0421,TowerA (8),3.5,3
323.2809,TowerA (8),3.5,3
325.6396,TowerA (8),3.5,3
327.9183,TowerA (8),3.5,3
330.317,TowerA (8),3.5,3
332.7757,TowerA (8),3.5,3
335.0344,TowerA (8),3.5,3
337.2932,TowerA (8),3.5,3
339.6519,TowerA (8),3.5,3
342.1105,TowerA (8),3.5,3
344.5492,TowerA (8),3.5,3
346.9679,TowerA (8),3.5,3
349.1667,TowerA (8),3.5,3
351.5853,TowerA (8),3.5,3
353.8641,TowerA (8),3.5,3
356.1628,TowerA (8),3.5,3
358.2816,TowerA (8),3.5,3
360.4604,TowerA (8),3.5,3
362.6193,TowerA (8),3.5,3
364.858,TowerA (8),3.5,3
367.0768,TowerA (8),3.5,3
369.3755,TowerA (8),3.5,3
371.6343,TowerA (8),3.5,3
373.953,TowerA (8),3.5,3
376.1118,TowerA (8),3.5,3
378.3506,TowerA (8),3.5,3
380.6094,TowerA (8),3.5,3
382.8481,TowerA (8),3.5,3
385.0269,TowerA (8),3.5,3
387.5855,TowerA (8),3.5,3
389.9243,TowerA (8),3.5,3
392.283,TowerA (8),3.5,3
394.4418,TowerA (8),3.5,3
396.8005,TowerA (8),3.5,3
399.0792,TowerA (8),3.5,3
401.3979,TowerA (8),3.5,3
403.5768,TowerA (8),3.5,3
405.8555,TowerA (8),3.5,3
408.0343,TowerA (8),3.5,3
410.413,TowerA (8),3.5,3
412.6917,TowerA (8),3.5,3
415.1104,TowerA (8),3.5,3
417.3492,TowerA (8),3.5,3
419.568,TowerA (8),3.5,3
421.7668,TowerA (8),3.5,3
423.9655,TowerA (8),3.5,3
426.1443,TowerA (8),3.5,3
428.543,TowerA (8),3.5,3
430.6819,TowerA (8),3.5,3
433.1805,TowerA (8),3.5,3
435.6791,TowerA (8),3.5,3
437.8979,TowerA (8),3.5,3
440.0967,TowerA (8),3.5,3
442.3954,TowerA (8),3.5,3
444.7141,TowerA (8),3.5,3
446.9929,TowerA (8),3.5,3
449.2716,TowerA (8),3.5,3
451.5704,TowerA (8),3.5,3
453.8691,TowerA (8),3.5,3
456.0079,TowerA (8),3.5,3
458.2667,TowerA (8),3.5,3
460.4055,TowerA (8),3.5,3
462.6443,TowerA (8),3.5,3
464.8031,TowerA (8),3.5,3
467.1618,TowerA (8),3.5,3
469.3606,TowerA (8),3.5,3
471.6393,TowerA (8),3.5,3
473.7782,TowerA (8),3.5,3
476.0769,TowerA (8),3.5,3
478.4756,TowerA (8),3.5,3
480.7943,TowerA (8),3.5,3
482.9131,TowerA (8),3.5,3
485.072,TowerA (8),3.5,3
487.2508,TowerA (8),3.5,3
489.6894,TowerA (8),3.5,3
492.0081,TowerA (8),3.5,3
494.4268,TowerA (8),3.5,3
496.5656,TowerA (8),3.5,3
498.7844,TowerA (8),3.5,3
500.9832,TowerA (8),3.5,3
503.182,TowerA (8),3.5,3
505.2209,TowerA (8),3.5,3
507.6196,TowerA (8),3.5,3
509.8583,TowerA (8),3.5,3
512.1373,TowerA (8),3.5,3
514.3194,TowerA (8),3.5,3
516.5416,TowerA (8),3.5,3
518.6436,TowerA (8),3.5,3
520.9859,TowerA (8),3.5,3
523.2881,TowerA (8),3.5,3
525.6705,TowerA (8),3.5,3
527.8926,TowerA (8),3.5,3
530.5953,TowerA (8),3.5,3
532.9976,TowerA (8),3.5,3
535.6202,TowerA (8),3.5,3
538.0626,TowerA (8),3.5,3
