Elapsed Sec,Evacuation Rate
0.01999999,0.04326923
0.03999998,0.04326923
0.05999998,0.04326923
0.07999997,0.04326923
0.09999996,0.04326923
0.12,0.04326923
0.14,0.04326923
0.16,0.04326923
0.1799999,0.04326923
0.1999999,0.04326923
0.2199999,0.04326923
0.2399999,0.04326923
0.2599999,0.04326923
0.2799999,0.04326923
0.2999999,0.04326923
0.3199999,0.04326923
0.3399999,0.04326923
0.3599998,0.04326923
0.3799998,0.04326923
0.3999998,0.04326923
0.4199998,0.04326923
0.4399998,0.04326923
0.4599997,0.04326923
0.4799997,0.04326923
0.4999997,0.04326923
0.5199997,0.04326923
0.5399997,0.04326923
0.5599996,0.04326923
0.5799996,0.04326923
0.5999996,0.04326923
0.6199996,0.04326923
0.6399996,0.04326923
0.6599995,0.04326923
0.6799995,0.04326923
0.6999995,0.04326923
0.7199995,0.04326923
0.7399995,0.04326923
0.7599995,0.04326923
0.7799994,0.04326923
0.7999994,0.04326923
0.8199994,0.04326923
0.8399994,0.04326923
0.8599994,0.04326923
0.8799993,0.04326923
0.8999993,0.04326923
0.9199993,0.04326923
0.9399993,0.04326923
0.9599993,0.04326923
0.9799992,0.04326923
0.9999992,0.04326923
1.019999,0.04326923
1.039999,0.04326923
1.059999,0.04326923
1.079999,0.04326923
1.099999,0.04326923
1.119999,0.04326923
1.139999,0.04326923
1.159999,0.04326923
1.179999,0.04326923
1.199999,0.04326923
1.219999,0.04326923
1.239999,0.04326923
1.259999,0.04326923
1.279999,0.04326923
1.299999,0.04326923
1.319999,0.04326923
1.339999,0.04326923
1.359999,0.04326923
1.379999,0.04326923
1.399999,0.04326923
1.419999,0.04326923
1.439999,0.04326923
1.459999,0.04326923
1.479999,0.04326923
1.499999,0.04326923
1.519999,0.04326923
1.539999,0.04326923
1.559999,0.04326923
1.579999,0.04326923
1.599999,0.04326923
1.619999,0.04326923
1.639999,0.04326923
1.659999,0.04326923
1.679999,0.04326923
1.699999,0.04326923
1.719999,0.04326923
1.739999,0.04326923
1.759999,0.04326923
1.779999,0.04326923
1.799999,0.04326923
1.819999,0.04326923
1.839998,0.04326923
1.859998,0.04326923
1.879998,0.04326923
1.899998,0.04326923
1.919998,0.04326923
1.939998,0.04326923
1.959998,0.04326923
1.979998,0.04326923
1.999998,0.04326923
2.019998,0.04326923
2.039998,0.04326923
2.059998,0.04326923
2.079998,0.04326923
2.099998,0.04326923
2.119998,0.04326923
2.139998,0.04326923
2.159998,0.04326923
2.179998,0.04326923
2.199998,0.04326923
2.219998,0.04326923
2.239998,0.04326923
2.259998,0.04326923
2.279998,0.04326923
2.299998,0.04326923
2.319998,0.04326923
2.339998,0.04326923
2.359998,0.04326923
2.379998,0.04326923
2.399998,0.04326923
2.419998,0.04326923
2.439998,0.04326923
2.459998,0.04326923
2.479998,0.04326923
2.499998,0.04326923
2.519998,0.04326923
2.539998,0.04326923
2.559998,0.04326923
2.579998,0.04326923
2.599998,0.04326923
2.619998,0.04326923
2.639998,0.04326923
2.659998,0.04326923
2.679998,0.04326923
2.699998,0.04326923
2.719998,0.04326923
2.739998,0.04326923
2.759998,0.04326923
2.779998,0.04326923
2.799998,0.04326923
2.819998,0.04326923
2.839998,0.04326923
2.859998,0.04326923
2.879997,0.04326923
2.899997,0.04326923
2.919997,0.04326923
2.939997,0.04326923
2.959997,0.04326923
2.979997,0.04326923
2.999997,0.04326923
3.019997,0.04326923
3.039997,0.04326923
3.059997,0.04326923
3.079997,0.04326923
3.099997,0.04326923
3.119997,0.04326923
3.139997,0.04326923
3.159997,0.04326923
3.179997,0.04326923
3.199997,0.04326923
3.219997,0.04326923
3.239997,0.04326923
3.259997,0.04326923
3.279997,0.04326923
3.299997,0.04326923
3.319997,0.04326923
3.339997,0.04326923
3.359997,0.04326923
3.379997,0.04326923
3.399997,0.04326923
3.419997,0.04326923
3.439997,0.04326923
3.459997,0.04326923
3.479997,0.04326923
3.499997,0.04326923
3.519997,0.04326923
3.539997,0.04326923
3.559997,0.04326923
3.579997,0.04326923
3.599997,0.04326923
3.619997,0.04326923
3.639997,0.04326923
3.659997,0.04326923
3.679997,0.04326923
3.699997,0.04326923
3.719997,0.04326923
3.739997,0.04326923
3.759997,0.04326923
3.779997,0.04326923
3.799997,0.04326923
3.819997,0.04326923
3.839997,0.04326923
3.859997,0.04326923
3.879997,0.04326923
3.899997,0.04326923
3.919997,0.04326923
3.939996,0.04326923
3.959996,0.04326923
3.979996,0.04326923
3.999996,0.04326923
4.019997,0.04326923
4.039997,0.04326923
4.059997,0.04326923
4.079997,0.04326923
4.099997,0.04326923
4.119997,0.04326923
4.139997,0.04326923
4.159997,0.04326923
4.179996,0.04326923
4.199996,0.04326923
4.219996,0.04326923
4.239996,0.04326923
4.259996,0.04326923
4.279996,0.04326923
4.299996,0.04326923
4.319996,0.04326923
4.339996,0.04326923
4.359996,0.04326923
4.379996,0.04326923
4.399996,0.04326923
4.419996,0.04326923
4.439996,0.04326923
4.459996,0.04326923
4.479996,0.04326923
4.499996,0.04326923
4.519996,0.04326923
4.539996,0.04326923
4.559996,0.04326923
4.579996,0.04326923
4.599996,0.04326923
4.619996,0.04326923
4.639996,0.04326923
4.659996,0.04326923
4.679996,0.04326923
4.699996,0.04326923
4.719996,0.04326923
4.739996,0.04326923
4.759996,0.04326923
4.779996,0.04326923
4.799996,0.04326923
4.819996,0.04326923
4.839996,0.04326923
4.859996,0.04326923
4.879996,0.04326923
4.899996,0.04326923
4.919996,0.04326923
4.939996,0.04326923
4.959996,0.04326923
4.979996,0.04326923
4.999996,0.04326923
5.019996,0.04326923
5.039996,0.04326923
5.059996,0.04326923
5.079996,0.04326923
5.099996,0.04326923
5.119996,0.04326923
5.139996,0.04326923
5.159996,0.04326923
5.179996,0.04326923
5.199996,0.04326923
5.219995,0.04326923
5.239995,0.04326923
5.259995,0.04326923
5.279995,0.04326923
5.299995,0.04326923
5.319995,0.04326923
5.339995,0.04326923
5.359995,0.04326923
5.379995,0.04326923
5.399995,0.04326923
5.419995,0.04326923
5.439995,0.04326923
5.459995,0.04326923
5.479995,0.04326923
5.499995,0.04326923
5.519995,0.04326923
5.539995,0.04326923
5.559995,0.04326923
5.579995,0.04326923
5.599995,0.04326923
5.619995,0.04326923
5.639995,0.04326923
5.659995,0.04326923
5.679995,0.04326923
5.699995,0.04326923
5.719995,0.04326923
5.739995,0.04326923
5.759995,0.04326923
5.779995,0.04326923
5.799995,0.04326923
5.819995,0.04326923
5.839995,0.04326923
5.859995,0.04326923
5.879995,0.04326923
5.899995,0.04326923
5.919995,0.04326923
5.939995,0.04326923
5.959995,0.04326923
5.979995,0.04326923
5.999995,0.04326923
6.019995,0.04326923
6.039995,0.04326923
6.059995,0.04326923
6.079995,0.04326923
6.099995,0.04326923
6.119995,0.04326923
6.139995,0.04326923
6.159995,0.04326923
6.179995,0.04326923
6.199995,0.04326923
6.219995,0.04326923
6.239995,0.04326923
6.259995,0.04326923
6.279994,0.04326923
6.299994,0.04326923
6.319994,0.04326923
6.339994,0.04326923
6.359994,0.04326923
6.379994,0.04326923
6.399994,0.04326923
6.419994,0.04326923
6.439994,0.04326923
6.459994,0.04326923
6.479994,0.04326923
6.499994,0.04326923
6.519994,0.04326923
6.539994,0.04326923
6.559994,0.04326923
6.579994,0.04326923
6.599994,0.04326923
6.619994,0.04326923
6.639994,0.04326923
6.659994,0.04326923
6.679994,0.04326923
6.699994,0.04326923
6.719994,0.04326923
6.739994,0.04326923
6.759994,0.04326923
6.779994,0.04326923
6.799994,0.04326923
6.819994,0.04326923
6.839994,0.04326923
6.859994,0.04326923
6.879994,0.04326923
6.899994,0.04326923
6.919994,0.04326923
6.939994,0.04326923
6.959994,0.04326923
6.979994,0.04326923
6.999994,0.04326923
7.019994,0.04326923
7.039994,0.04326923
7.059994,0.04326923
7.079994,0.04326923
7.099994,0.04326923
7.119994,0.04326923
7.139994,0.04326923
