Elapsed Sec,Destination,Speed,Guided Evacuees
0,TowerB,3,59
194.0046,TowerA,3,59
312.7467,TowerA,3,40
313.926,TowerA,3,40
315.3253,TowerA,3,40
316.7245,TowerA,3,40
318.0038,TowerA,3,39
319.2031,TowerA,3,39
320.4624,TowerA,3,39
321.8617,TowerA,3,39
323.2609,TowerA,3,39
324.5002,TowerA,3,39
325.7595,TowerA,3,39
326.9988,TowerA,3,39
328.1182,TowerA,3,39
329.3575,TowerA,3,39
330.5569,TowerA,3,38
331.6763,TowerA,3,37
332.8956,TowerA,3,37
334.055,TowerA,3,36
335.0744,TowerA,3,36
336.2338,TowerA,3,36
337.3931,TowerA,3,36
338.5925,TowerA,3,36
339.7518,TowerA,3,36
340.9312,TowerA,3,36
341.9706,TowerA,3,36
342.9701,TowerA,3,36
344.0695,TowerA,3,36
345.2888,TowerA,3,36
346.668,TowerA,3,36
348.0273,TowerA,3,36
349.3865,TowerA,3,35
350.9257,TowerA,3,34
352.5048,TowerA,3,34
354.1839,TowerA,3,33
355.6831,TowerA,3,33
357.0223,TowerA,3,33
358.4815,TowerA,3,32
359.6809,TowerA,3,28
361.0002,TowerA,3,27
362.2195,TowerA,3,26
363.2989,TowerA,3,25
364.4583,TowerA,3,22
365.5976,TowerA,3,22
366.677,TowerA,3,22
367.7365,TowerA,3,22
368.8159,TowerA,3,21
369.8153,TowerA,3,21
370.9347,TowerA,3,20
372.0341,TowerA,3,20
373.0135,TowerA,3,20
374.1129,TowerA,3,20
375.1324,TowerA,3,16
376.1318,TowerA,3,15
377.1113,TowerA,3,15
378.0708,TowerA,3,15
378.9903,TowerA,3,14
380.1096,TowerA,3,14
381.249,TowerA,3,13
382.5283,TowerA,3,12
383.7077,TowerA,3,11
384.927,TowerA,3,11
386.3662,TowerA,3,11
387.5855,TowerA,3,11
388.8049,TowerA,3,10
390.0842,TowerA,3,10
391.3035,TowerA,3,10
392.5028,TowerA,3,9
393.8021,TowerA,3,8
394.8615,TowerA,3,8
396.0009,TowerA,3,7
397.1003,TowerA,3,7
398.0998,TowerA,3,7
399.1792,TowerA,3,7
400.3785,TowerA,3,7
401.3979,TowerA,3,7
402.6772,TowerA,3,7
403.9965,TowerA,3,5
405.1559,TowerA,3,5
406.4951,TowerD,3,5
827.9053,TowerC,1,2
1068.16,TowerD,1,2
